1.016,0,0
1.016,1.147,0
1.001,1.217,0
1.029,1.217,0
1.042,1.1624,0
1.097,1.1645,0
1.162,1.1756,0
1.201,1.196,0
1.234,1.231,0
1.263,1.29,0
1.28,1.331,0
1.28,1.348,0
1.419,1.348,0
1.419,1.31,0
1.372,1.31,0
1.372,1.292,0
1.608,1.095,0
1.647,1.077,0
1.785,1.077,0
2.07,1.04,0
2.128,0.993,0
2.245,0.709,0
2.299,0.5787,0
2.275,0.5787,0
2.254,0.4501,0
2.361,0.1856,0
2.365,0.133,0
2.3653,0.044,0
2.3651,-0.044,0
2.3648,-0.133,0
2.3643,-0.222,0
2.3625,-0.4,0
2.377,-0.389,0
2.134,-0.973,0
1.786,-1.174,0
1.768,-1.211,0
1.768,-1.25,0
1.682,-1.25,0
1.454,-1.25,74
1.4484,-1.25,74
1.4429,-1.25,74
1.4373,-1.25,74
1.4318,-1.25,74
1.4262,-1.25,74
1.4207,-1.25,74
1.4151,-1.25,74
1.4096,-1.25,74
1.404,-1.25,74
1.372,-1.25,0
1.372,-1.329,0
1.42,-1.329,0
1.42,-1.363,0
1.37,-1.363,74
1.3644,-1.363,74
1.3589,-1.363,74
1.3533,-1.363,74
1.3478,-1.363,74
1.3422,-1.363,74
1.3367,-1.363,74
1.3311,-1.363,74
1.3256,-1.363,74
1.32,-1.363,74
1.273,-1.363,0
1.153,-1.363,0
1.016,-1.223,0
