5.17,-4.4223
5.184,-4.4274
5.2063,-4.4194
5.1944,-4.3749
5.1957,-4.3506
5.2285,-4.304
5.2653,-4.2671
5.3376,-4.3394
5.4098,-4.4117
5.4821,-4.4839
5.5543,-4.5562
5.5543,-4.4371
5.5543,-4.318
5.5543,-4.1989
5.5542,-4.0797
5.5642,-3.9995
5.5707,-3.8076
5.5979,-3.6911
5.6457,-3.5814
5.7123,-3.4821
5.7958,-3.3964
5.8932,-3.3271
6.0015,-3.2764
6.1172,-3.246
6.2365,-3.2369
6.2581,-3.0513
6.4597,-2.8952
6.6613,-2.739
6.8628,-2.5828
7.0644,-2.4266
7.266,-2.2704
7.5747,-1.814
7.8834,-1.3575
8.0892,-0.89341
8.2949,-0.4293
8.3396,0.091848
8.3843,0.613
8.3214,1.1415
8.2586,1.67
8.0785,2.0565
7.8985,2.4429
7.6485,2.8008
7.3986,3.1586
6.991,3.5141
6.5833,3.8696
6.3741,4.0307
6.1648,4.1918
5.9555,4.3529
5.7463,4.514
5.468,4.5738
5.1897,4.6335
4.9114,4.6933
4.6164,4.5071
4.3214,4.3209
4.2237,4.0766
4.1261,3.8323
4.0284,3.588
4.0313,3.3317
4.0342,3.0755
4.0371,2.8193
4.04,2.563
4.04,2.0555
4.04,1.548
4.04,1.0405
4.04,0.533
4.04,0.0255
4.04,-0.482
4.04,-0.9895
4.04,-1.497
4.04,-1.7508
4.04,-2.0045
4.04,-2.2582
4.04,-2.512
4.0232,-2.5448
4.1275,-2.5608
4.2263,-2.5977
4.3156,-2.6539
4.3916,-2.7272
4.451,-2.8144
4.4914,-2.9118
4.511,-3.0155
4.5092,-3.121
4.4859,-3.2239
4.4007,-3.4084
4.3656,-3.503
4.3185,-3.5995
4.2714,-3.696
4.2242,-3.7925
4.1771,-3.889
4.2799,-3.897
4.3827,-3.9051
4.4856,-3.9132
4.4809,-3.9725
4.4558,-4.041
4.392,-4.0508
4.3973,-4.1091
4.8106,-3.9012
4.822,-3.8722
4.7746,-3.8532
4.7232,-3.8608
4.6944,-3.8517
4.6583,-3.7953
4.6392,-3.7502
4.7516,-3.7184
4.8528,-3.7144
4.9525,-3.7323
5.0459,-3.7713
5.1286,-3.8297
5.1968,-3.9046
5.2456,-3.9891
5.2009,-4.0091
5.149,-4.0241
5.119,-4.0208
5.0856,-3.9795
5.0286,-3.9534
5.0172,-3.9826
